title,description,ratings,sentiment,source,date_posted
My dominar - the perfect touring machine,"1. Buying experience - i have decided to buy a dominar blue 2018 version in the late 2017. I booked the vehicle on 15th January 2018 but i have to wait for more than a month to get the color i asked for. The showroom guys are not at all helpful when i call to check the delivery status they keep on repeating it is not in production. I sent a complaint mail to the regional head then i got a call from the showroom and arranged the bike in mid February.   Finally I received my bike my dad took the bike from the showroom as i was not available in town. Wow i was in love with the color and the muscles. But my buying experience is not fruitful its the worst. 2. Riding experience - after doing the test drive i was totally in love with this beast. The riding quality is awesome. Can hit 3 digit speeds in fewer seconds. There are small vibrations when you cross 6000+ rpm. The seat is comfortable only for the rider and for pillion the seating could be done better (not comfortable for long rides). Its more than a year now but i am always amazed to ignite the bike for a ride. The brakes are powerful can rely on them . Overall the riding quality is fantastic.3. Details about looks, performance etc - its the absolute beauty with the muscles. The led headlamp is the best in class. The looks of the bike is somewhat similar to pulsar ns. The golden alloy combination is the coolest. Performance wise the bike is value for money can ride for hours without breaking a sweat. The abs and slipper clutch are the added advantages. The fuel tank capacity is 13 l. It is a small quantity for such a big beast. The mileage is ok. In city i will be getting 25 to 27 km pl in highway rides i get 31 - 34 km pl. I usually fill the tank ride for 300 km and again refill the tank. Seeing the looks and performance it is the only value for money bike in the 350+ cc segment. 4. Servicing and maintenance -  the service provided is very cheap. (i mean the personnel's knowledge not the service fee) i have a screech sound in my bike which is not solved till this day even after servicing the bike for 5 times. The showroom service staffs are not having adequate knowledge to service the bikes. (it is described in the user manual not to wash the digital controls of the bike with pressurized water but the service people never care about this. Even if i ask them them to lube the chain they lube it without removing the dirt / without cleaning the chain. The service quality provided for this high end bike is very very poor. Bajaj needs to improve a lot. Maintenance concerned,  it is required to lube the chain after every 500 kms. The spares and service charges are cheaper compared to other brands. Yet the bike needs to be maintained regularly for smooth operation.5. Pros & cons :    pros : 1. Looks - the beautiful beast.   2. Performance - value for money.    3. Comfort - very good comfort for rider.  4. Spares price.  5. Stability on high speeds and long rides.   6. Decent mileage. 7. Killer price (vfm). Cons :   1. Service (very poor customer service & technical service).  2. Showroom - the showrooms are busy in showcasing 200 rs & ns & 150 as they are easy to sell. 3. After market accessories are difficult to find and expensive to buy.  4. The tank capacity should have been more.  5. The fuel indicator is not accurate only 2 points will be reduced for first 150 kms when the tank is full and all the remaining points will be gone for the next 100 kms.  6. Pillion seating is not comfortable.  7. Poor marketing strategy by bajaj.",4,pos,bikewale,25-02-2019
Beast with the beauty,"The bike not just looks class apart also beats with performance and value for money.I'd rather say this as a teenager dressed up in a matured attire. Teenager simile here is for the ktm's 390 engine detuned perfectly with chiseled art work of bajaj.It's been my pal lately to whom i've been started talking to lately. Yes, i've gone mad with the bike, literally.",5,pos,bikewale,25-02-2019
Im not an owner but i have ride my friends dominar 400 several times...,I'm not an owner but i have ride my friends dominar 400 several times...I am a guy who takes bike way too seriously and i have feeling toward machines and dominar and myself fell in great affection from the day we ride....It's a best option to go while looking at other variants from different companies..... I'd strongly say that bajaj dominar is one among the greatest to do ride on indian terrain which is a damn mixture of good and bad.....Yeah very good in looks (hot & bold)Good in mileage & in performance. The way more speedy speedy.,4,pos,bikewale,25-02-2019
Fall in love,"Looking and speed is so nice specially designed, color,tyre with tubeless and speed near 150 is more attractive bike and seat comfortable stylish next level feeling on the road with this bajaj dominar 400 rate something highly but total manage when seat on the bike on the highway very comfortable and new looking.",5,pos,bikewale,25-02-2019
Dominar boosts ,I am using this bike since 2018 and i appreciate this bike performance in any situation whether i am traveling from one city to another in any climatic conditions this bike never broke my trust and also boost my confidence on road at the time of putting it on high speed.Meanwhile if a person wants fun with ride this bike is perfect for him.,4,pos,bikewale,25-02-2019
One of the most underrated bikes,"It is one of the most underrated bikes in the indian motorbike market. The people who really own this know what this machine is up to. i loved every bit of it, some very minor issue were there but they all were negligible. The only main issue with the bike was the stock MRF tyres, they are really bad sometimes, so there is a room of improvement for Bajaj. The Bajaj service persons were very cooperative and helpful. And the overall experience with the bike is more than awesome.",5,pos,bikewale,25-02-2019
Value for money,"Complete value for money package, the brakes are amazing, the ride quality is superb its gives you a lot of confidence, the pick-up is insane you don't need to push it hard, the overall fuel economy I achieved is about 34kmpl and the cooling system is just awesome and the 10 led headlight is superb.",5,pos,bikewale,25-01-2019
Review,The bike from which one of the men best can get the love the passion and the endurance of the bike is the key to the comfort the best bike i will prefer to the bikers and i love to drive this . This is the best of the beast of the bikes . I love  dominar . To dominate the world of the bikers. I am very happy to get this bike.,4,pos,bikewale,25-01-2019
Lets dominate the road with the most vfm bike,Bike is simply awesome. No doubt one of the best in segment. Everything is good for me. But the only thing i don't like is it's lower rpm stability. Bike is refined and smooth in higher rpm but in city when you are cruising at 22-25 kmph bike is unstable. Headlight is superb. Bajaj should include the gear position indicator because dominar is their premium segment bike.,5,pos,bikewale,25-01-2019
should buy this bike it's not like the pulsar series which gives problems overtime,"first the buying experience was really good, i stay in pcmc area there are 2 showroom near me one is near nigdi that showroom is shit, the showroom people don't even explain all the features of the bike, so i decided to go wakadewadi showroom there people really treat u well, hence buying experience was awesome. next riding experience is great for cruising on highways, it's a bit hard to control on small road and traffic though it weighs about 180kg doesn't feel that heavy. looks of the bike is ok ok for me i purchased this bike just for the performance and features that bajaj is providing for just 2lac, i m too much satisfied about the performance, again don't expect it will give power like ktm 390 as dominar is categorised under cruiser, next servicing doesn't cost that much free servicing cost arnd 1200-1300 and paid i guess around 1500-1700, pros- the headlights are very powerful no need to install extra lights, comfortable seat easily u can ride 4 hrs straight, no sweat, the performance is great, brakes are very responsive.. nd now the cons- pillion seat is really bad after half an hour your body is gonna pain, they should include gear indicator, and should have given michelin tyres, mrf rev's aren't that bad though.",5,pos,bikewale,25-01-2019
