,review,aspect_terms,sentiment_score,sentiment_category
473,"At  the  Municipality  of  Guayaquil  City,  we  use  Web",municipality city web,0.0,neutral
474,"departments  (or  directions,",departments directions,0.0,neutral
475,with  Cisco  Webex  Boards.,boards,0.0,neutral
476,"As  we  are  a  local  Governmental  entity,  we",entity,0.0,neutral
477,"to  establish  communication  and  collaborate  with  partners  and  providers,  and  even  to  provide  us  with  technical  support  within  the  organization.",communication partners providers support organization,0.0,neutral
478,Webex Meetings passes the test!.,meetings test,0.0,neutral
479,"videoconferencias,  reduciendo  costos",,0.0,neutral
480,a  nuestros  colaboradores  .a,,0.0,neutral
481,It  has  been  a  great,,0.8,positive
482,(metaphorically)  shortened  distances  between  offices,distances offices,0.0,neutral
483,"and  facilitated  video  conferences,  reducing  travel",video conferences travel,0.0,neutral
484,costs  and  being  more  efficient,costs,0.0,neutral
485,with  this  we  manage  to  work,work,0.0,neutral
486,"with  our  various  offices,  and  provide  better",offices,0.0,neutral
487,services  and  approaches  to  our  collaborators.,services collaborators,0.0,neutral
488,It  has  been  a  huge  help.,help,0.4,positive
489,is  being  used  in  our  company,company,0.0,neutral
490,and  increase  productivity.,,0.0,neutral
491,to  travel  to  customer,travel customer,0.0,neutral
492,and  we  are  able  to,,0.5,positive
493,give  a  great  customer  experience,experience,0.8,positive
494,for  aspects  of  support.,aspects support,0.0,neutral
495,Internally  we  use  it  for  face  to  face  meetings  over  Video,face meetings video,0.0,neutral
496,"with  an  ""any  device",device,0.0,neutral
497,which  helps  meeting,,0.0,neutral
498,and  get  through  the  subject,subject,-0.167,negative
499,Nice to work with agile methodologies..,methodologies,0.55,positive
500,We  used  to  use  it,use,0.0,neutral
501,for  daily  standup  meetings,meetings,0.0,neutral
502,using  the  Scrum  methodology.,methodology,0.0,neutral
503,Webex Meetings is the best way to organize and manage your meetings.,meetings way meetings,0.7,positive
504,our  entire  organization.,organization,0.0,neutral
505,"can  easily  say  that ""it s"",  almost  a  default  tool",tool,0.433,positive
506,for  our  daily  communication.,communication,0.0,neutral
507,We  use  it  to  communicate  not  only,,0.0,neutral
508,with  our  colleagues,colleagues,0.0,neutral
509,from  different  regions,regions,0.0,neutral
510,within  the  company;,company,0.0,neutral
511,but  also  with  suppliers  or  service  providers,suppliers providers,0.0,neutral
512,from  outside  the  company.,company,0.0,neutral
513,We  use  it  to  schedule,schedule,0.0,neutral
514,and  share  information,information,0.0,neutral
515,"during  the  meetings,  and",meetings,0.0,neutral
516,to  broadcast  information  or  to  review  status.,information status,0.0,neutral
517,"As  a  summary,  it  is  one  of",summary,0.0,neutral
518,the  most  useful  tools,tools,0.3,positive
519,that  have  been  used,,0.0,neutral
520,within  our  organization.,organization,0.0,neutral
521,Cisco Webex Meetings Review.,,0.0,neutral
522,to  hold  presentations,presentations,0.0,neutral
523,with  our  clients  and  partners.,clients partners,0.0,neutral
524,"We  also  use  it  for  webinars,  and  we  have",webinars,0.0,neutral
525,never  had  a  problem,problem,0.0,neutral
526,Webex  Meetings  is  our  collaboration  tool,meetings tool,0.0,neutral
527,for  all  of  our  sites.,sites,0.0,neutral
528,"In  the  future,  we  will  change  it  to  Cisco",future,0.0,neutral
529,Webex Meetings is awesome.,meetings,1.0,positive
530,"We  deployed  Webex  across  the  whole  organisation,",organisation,0.2,positive
531,that  everyone  can  create,,0.0,neutral
532,"This  addresses  less  traveling,",,-0.167,negative
533,costs  by  joining  high-quality,costs,0.0,neutral
534,and  ad  hoc  cooperation,cooperation,0.0,neutral
535,Being  able  to  create  meetings,meetings,0.5,positive
536,the  mail  system  is  really  easy  and  timesaving.,system,0.433,positive
537,Start and join meetings quickly and easily.,meetings,0.433,positive
538,It  is  being  used  across  the  whole  organization.,organization,0.2,positive
539,It  allows  us  to  start,,0.0,neutral
540,and  join  meetings  quickly  and  easily.,meetings,0.433,positive
541,"start,  and  join  meetings  from  your  desktop  or",meetings desktop,0.0,neutral
542,directly  from  Microsoft  Outlook.,outlook,0.1,positive
543,"with  crisp,  clear  video",video,0.175,positive
544,and  audio  conferencing.,conferencing,0.0,neutral
545,"can  share  your  screen,",screen,0.0,neutral
546,"present  information,  and  annotate",information,0.0,neutral
547,shared  documents  or  whiteboards.,documents whiteboards,0.0,neutral
548,Cisco Webex Meetings Review.,,0.0,neutral
549,"As  a  national  company,  we  use  this  product",company product,0.0,neutral
550,with  all  our  different  locations.,locations,0.0,neutral
551,WebEx for Day to Day Office Video Needs.,day,0.0,neutral
552,We  currently  use  this  product  to  meet  one-on-one,product,0.0,neutral
553,that  are  distance  learners.,learners,0.0,neutral
554,"for  a  variety  of  reasons,  but  for  one-on-one  purposes",variety reasons purposes,0.0,neutral
555,We  have  to  find  ways,ways,0.0,neutral
556,to  connect  with  distance  learners,distance learners,0.0,neutral
557,requirements  when  needed.,requirements,0.0,neutral
558,that  goal  by  providing  the  platform,platform,0.0,neutral
559,to  see  students  face  to  face  virtually.,students face,0.0,neutral
560,Teleconferencing in a Click.,teleconferencing click,0.0,neutral
561,Webex  Meetings  is  utilized  within  the  organization,meetings organization,0.0,neutral
562,to  organize  meetings  internally  as  well  as  with  customers  and  support.,meetings customers support,0.0,neutral
563,"It  allows  for  easy  conferencing,  facilitating  great",conferencing,0.617,positive
564,communication  between  members  of  the  team.,communication members team,0.0,neutral
565,"Additionally,  the  ability  to  create  a  room",ability room,0.0,neutral
566,remote  screen  is  very  critical,screen,-0.05,negative
567,to  helping  our  engineers  debug  customer  issues.,engineers issues,0.0,neutral
568,Webex Meetings: A Pleasant and Positive Alternative for Meetings!.,meetings alternative meetings,0.48,positive
569,managers  when  meeting  with  other  employees,managers employees,0.0,neutral
570,as  an  alternative  to  Skype,alternative,0.0,neutral
571,Business  and  Adobe  Connect.,business,0.0,neutral
572,The  platform  is  more  user-friendly,platform,0.0,neutral
573,"a  positive  interaction,",interaction,0.227,positive
574,in  my  opinion  with  other  colleagues.,opinion colleagues,0.0,neutral
575,"To  my  knowledge,  not  everyone  uses  Webex  Meetings,  only  some.",knowledge meetings,0.0,neutral
576,Virtual meetings from any device and at any time with a single click.,meetings device time click,-0.071,negative
577,"users  of  the  company,  from  Human  Resources  and  administration",users company resources administration,0.0,neutral
578,technical  and  commercial  area.,area,0.0,neutral
579,"Since  we  all  have  meetings  with  suppliers,  colleagues,  and  clients",meetings suppliers,0.0,neutral
580,"or  even  to  do  distance  interviews,",distance interviews,0.0,neutral
581,",  there  are  multiple",,0.0,neutral
582,solving  with  this  tool.,tool,0.0,neutral
583,our  virtual  meeting  platform.,platform,0.0,neutral
584,It  is  easy  to  use,,0.433,positive
585,"can  record  meetings  for  those  that ""can t"",  attend,  or  even  conduct  meetings",meetings meetings,0.0,neutral
586,through  my  phone  or  tablet.,phone tablet,0.0,neutral
587,when  sharing  content  and  information.,content information,0.0,neutral
588,"just  turn  off,  but ""it s"",  not  that  bad.",,0.35,positive
589,We  used  Webex  to  connect  the  department,department,0.0,neutral
590,for  regular  meetings.,meetings,0.0,neutral
591,attending  the  meetings,meetings,0.0,neutral
592,"either  at  home,  across  the  city,  or  in  other  countries.",home city countries,0.0,neutral
593,We  used  it  not  only  to  share,share,0.0,neutral
594,"the  voice  call,  but  to  also",voice call,0.0,neutral
595,allow  the  offsite  folks  to  join  virtually.,folks,0.0,neutral
596,This  makes  the  meeting,,0.0,neutral
597,because  you  get  to  interact  with  the  team,team,0.0,neutral
598,and  not  just  listen  to  them.,,0.0,neutral
599,Excellent tool for virtual meeting with high quality video and voice.,tool meeting video voice,0.58,positive
600,We  use  Webex  as  one  of  our  main  channels  for  communication.,channels communication,0.167,positive
601,It  is  especially  helpful,,0.0,neutral
602,our  team  has  some  members  who  work  remotely.,team members,-0.1,negative
603,"Almost  all  of  our  meetings  are  conducted  with  Webex,  even  when  we  have",meetings,0.0,neutral
604,"meetings,  we  also  configure  Webex",,0.0,neutral
605,can  attend  via  Webex.,,0.0,neutral
606,a  quick  direct  discussion  between  team,discussion team,0.217,positive
607,It  saves  a  lot  of  effort,lot effort,0.0,neutral
608,and  helps  to  speed  up  our  progress.,speed progress,0.0,neutral
609,Webex  is  very  flexible,,0.0,neutral
610,in  organizing  meetings.,meetings,0.0,neutral
611,for  a  quick  discussion.,discussion,0.333,positive
612,"all  kind  of  devices,  Windows,  Mac,  Android,  IOS...",kind devices,0.6,positive
613,not  require  any  software  installation.,software installation,0.0,neutral
614,Cisco Webex - Communicate easily!!.,,0.433,positive
615,when  we  have  calls,calls,0.0,neutral
616,"such  as  Cisco,  AT&T,  Verizon,",,0.0,neutral
617,will  last  1  hour  approximately,,-0.2,negative
618,usually  shares  their  screen.,shares screen,-0.25,negative
619,being  used  in  our  organization,organization,0.0,neutral
620,and  by  several  customers,customers,0.0,neutral
621,helping  us  to  create  unique,,0.375,positive
622,meeting  experiences.,experiences,0.0,neutral
623,help  desk  departments.,departments,0.0,neutral
624,It  is  an  important  tool,tool,0.4,positive
625,but  also  for  support,support,0.0,neutral
626,and  collaboration  with  business,collaboration business,0.0,neutral
627,HR  uses  Webex  for  training  and  interviewing  purposes.,hr training purposes,0.0,neutral
628,Webex Meetings a Powerful Ally.,meetings ally,0.3,positive
629,"is  used  throughout  the  organization,  from",organization,0.0,neutral
630,"to  the  marketing  team,",team,0.0,neutral
631,"the  possibility  of  meeting  with  coworkers,  clients,",possibility meeting coworkers,0.0,neutral
632,"in  any  place,  space,",place space,0.0,neutral
633,and  practically  from  any  device.,device,0.0,neutral
634,It  eliminates  physical  barriers  by  allowing  us  to  have  our  virtual  office,barriers office,0.0,neutral
635,and  be  able  to  attend,,0.5,positive
636,"""It s"",  being  used  across",,0.0,neutral
637,the  whole  organization,organization,0.2,positive
638,to  connect  to  our  users  throughout  the  world.,users world,0.0,neutral
639,Why we use webex with remote teams.,teams,-0.1,negative
640,as  a  way  of  communication  between  guys,way communication guys,0.0,neutral
641,on  the  Dev  Ops  team  from  Russia  and  Colombia.,team,0.0,neutral
642,Palace Resorts and Cisco Webex.,resorts,0.0,neutral
643,"""It s"",  being  used  across",,0.0,neutral
644,with  virtual  rooms  and  Cisco  Spark.,rooms spark,0.0,neutral
645,"Cisco Webex is a great tool, but could be easier to use and is expensive.",tool,0.15,positive
646,The  problem  is  that  it  is  not,problem,0.0,neutral
647,"so  user-friendly,  and",,0.0,neutral
648,"the  price  is  not  competitive,  at  least  against  Zoom.",price zoom,-0.3,negative
649,Webex  is  a  very  interesting  tool,tool,0.5,positive
650,we  use  at  my  organization.,organization,0.0,neutral
651,We  use  it  for  everything,,0.0,neutral
652,to  do  with  virtual  meetings,meetings,0.0,neutral
653,with  a  focus  on  remote  education,focus education,-0.1,negative
654,for  employees.-------Es  una  herramienta,,0.0,neutral
655,"organizacion,  todo  lo  que",,0.0,neutral
